S.No	Message	Category	Sub Category	New Sub Category	Negative or Not	Remarks
12170	Rs. 1000.00 has been paid to 8861144249. For future reference, wallet transaction id is 5277409493. Flat Rs 555 Cashback on all Flights. http://m.p-y.tm/trm Book now	General	General	G_General		
4674	Once the discussion done ,Call back immediately	To-Do	Urgent_Normal	TD_Urgent_Normal		
1452	Tom called me, too.	General	General	G_General		
4470	School lunch break is a 11.45 .Before that it is an offence to have food in class	To-Do	Event	TD_Event		
13338	She will join her in the hospital now itself	Emergency	Health	E_Health		
497	I'll write you or call you next week.	To-Do	General	TD_General		
1499	If you want to, call me this afternoon.	General	General	G_General		
4735	Hungry? - Corporate Hey Bob, we’ve got a dish with your name on it. Come in before 2PM, and enjoy.	To-Do	Event	TD_Event		
7643	David is calling because I've lost my credit card.	Emergency	Personal	E_Personal		
12765	Sir let me know when you are free .. We will explain the issue related to the latest software	To-Do	General	TD_General		
11841	Rs 442.00 was spent on your Credit Card 4386XXXXXXXX3646 on 20-NOV-16 at ROYS PLAZA-ELECTRONI.	General	General	G_General		
1987	do you know me?	General	General	G_General		
6367	Urgent, Need to take some decisions to maintain cleanliness amd safety measures, Please callback to decide on plan	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
8787	We’ll be discussing regarding the issue in the meeting today	To-Do	Event	TD_Event		
11513	Use code RUSHBZ for 40% off on first 1000 orders &10% off thereon,code FP10(starts 7:30 pm). Enjoy 20% cashback too via freecharge.Order https://goo.gl/zOPpMo.	General	General	G_General		
964	I'll tell Tom to meet you there	To-Do	General	TD_General		
8031	Brother is not well, call doctor urgent.	Emergency	Health	E_Health		
9700	under construction building collapsed, 30 members injured, send ambulance immediately	Emergency	Health	E_Health		
11096	he got heart blockage	Emergency	Health	E_Health		
9527	Someone stolen my purse, please call back.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
5400	we should Call to an ambulance,call you back	To-Do	Urgent_Normal	TD_Urgent_Normal		
8145	I am going to get a drink or somethin. Want me to come find you?	General	General	G_General		
11805	Bill Details For 959XXXXX0: Bill Date: 12-NOV-2016 Prev.Due: Rs 648.97 This Month's Due Rs 992.89 Tot. Due: Rs 992.89 Due Date: 30-NOV-2016 Delivery Date: 22-Nov-2016 To view bill details or to pay online, click www.airtel.in/ccm/?p=m	General	General	G_General		
9557	Water stopped, please call back.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
3374	Road construction material used for private purpose.	Emergency	Police	E_Police		
4997	I am in need of a medical emergency	Emergency	Health	E_Health		
10795	Trrouble at neighbour's place.	Emergency	Police	E_Police		
5179	fire spreading quickly, call the fire engine	Emergency	Fire	E_Fire		
5870	take sugar tablet daily@10am	To-Do	Urgent_Normal	TD_Urgent_Normal		
11208	lunch at 1 PM in barbeque nation mahadevapura	To-Do	Event	TD_Event		
5390	I will be waiting for your call,callback for immediate action	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
114	Ravi will meet me in bus stop	General	General	G_General		
4526	Free yoga sessions for all the senior citizens on 29th March	To-Do	Event	TD_Event		
7835	call family doctor my sister is not felling good	Emergency	Health	E_Health		
11886	You've earned Rs.100 FCash in your account because your friend booked order on Fabfresh.Redeem on your next Laundry/Dryclean Bill at http://fabfresh.in .T&C	General	General	G_General		
12613	Welcome to Odisha on Airtel-India's First Open Network. Visit airtel.in/opennetwork to check network coverage. Data rates same as your home network. To avail free incoming calls, SMS ROAM to 121.	General	General	G_General		
3193	Son did not returned home since yesterday night.	Emergency	Police	E_Police		
4327	My family is beaten up due to rascim. Please help.	Emergency	Police	E_Police		
4386	maid locked up in a room by the owner.	Emergency	Police	E_Police		
2965	Fire alarm is activated in next apartment, inform to fire service	Emergency	Fire	E_Fire		
4912	Please pay your credit card bills today to avoid extra charges.	To-Do	Event	TD_Event		
12753	Its ready to use we will keep in operation with in 3 days.info	General	General	G_General		
12230	Dear Mr BCD -Your IndiGo PNR is B- 6E 4 26Jan BBIBLR 11555. Web check-in now by clicking here - http://ty.vfap.cavuh	General	General	G_General		
551	ClarityCard: We have witnessed unusual activity with your account. Please call back as as soon as possible as possible.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
8133	I am stuck in fire, please help me. I am in second floor lab.	Emergency	Fire	E_Fire		
5440	Oh…Priya's marrage is on coming week, have to meet the friends for the GIFT plan.	To-Do	Event	TD_Event		
1922	Never leave me	General	General	G_General		
812	He wants to meet her at 5pm	General	General	G_General		
2953	Fire in bank, please evacuate the surroundings	Emergency	Fire	E_Fire		
12375	Thank you sir. Sorry fit disturbing you, funny know you are on leave	General	General	G_General		
7330	You have a flight at 3:30pm. XYZ airlines	To-Do	Event	TD_event		
10413	Bombing happened near school call and inform all immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
5363	I'm sorry to interrupt your meeting, but there is an urgent call for you on line one.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
3151	I am not well. Come home immediately	Emergency	Health	E_Health		
7843	call driver , urgently need to go friends house	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
11068	Many stitches he got.	Emergency	Health	E_Health		
7688	Jim is alone in home and so need help	Emergency	Personal	E_Personal		
11985	Due to some urgent personal work I will be on leave today	To-Do	General	TD_General		
6805	Fire, help please someone is stuck inside the house	Emergency	Fire	E_Fire		
3493	Black mailing through emails Please help.	Emergency	Police	E_Police		
3262	Protest people are burning local buses.	Emergency	Police	E_Police		
9843	Meeting at 2pm or 3pm? Please reply ASAP.	To-Do	General	TD_General		
456	Do you want me to call Len?	To-Do	General	TD_General		
11108	flood situation,network is fluctuating.this can be my last call,please help	To-Do	Urgent_Normal	TD_Urgent_Normal		
1305	She called me many a time.	General	General	G_General		
1800	I wonder why Tom hasn't called.	General	General	G_General_Neg	N_Emergency_Personal	
5699	Guest arriving tomorrow re-arrange furnitures	To-Do	General	TD_General		
5325	he is calling to police immdiately	To-Do	Urgent_Normal	TD_Urgent_Normal		
6828	Dump yard caught on fire near yalahanka, huge smoke surrounded that area. Avoid the area.	General	General	G_General		
5543	Revisions for each subject has been planned at evening 6.00pm	To-Do	Event	TD_Event		
6253	Tom died in a traffic accident.	To-Do	Urgent_Normal	TD_Urgent_Normal		
11056	Urgently blood is required.	Emergency	Health	E_Health		
7898	right know I am busy	General	General	G_General		
6848	House is on fire, please somebody call the fire engine	Emergency	Fire	E_Fire		
249	There is an urgent need for the international community to help feed hungry children. call all volunteers	General	General	G_General		
12085	Missed it before? Your Christmas just got merrier. Use code SANTA and get 25% cashback from foodpanda + 25% FreeCharge cashback here: https://goo.gl/zOPpMo *T&C	General	General	G_General		
8800	Can I get back to you about meeting tomorrow? I m a little busy.	To-Do	Event	TD_Event		
1380	You can call me at any time. (Guybrush88)	General	General	G_General		
3271	Tree are being cut without permission.	Emergency	Police	E_Police		
4688	Once the distrubance is less,Call back immediately	To-Do	Urgent_Normal	TD_Urgent_Normal		
3624	Restaurant is charging more tax on the food.	Emergency	Police	E_Police		
1488	Have there been any phone calls for me?	General	General	G_General		
1520	Call me if anything interesting happens.	General	General	G_General		
1415	It's my call, Tom.	General	General	G_General		
11210	hey you forget your purse, come and take	To-Do	Urgent_Normal	TD_Urgent_Normal		
1900	happy and safe journey	General	General	G_General		
2437	Firefighters from across Devon were called to the empty bar after the alarm was sounded late on the night of Tuesday	Emergency	Fire	E_Fire		
3399	Office secret information leaked by one employee.	Emergency	Police	E_Police		
5593	Meet friends at café today @ 5:00 PM	To-Do	Event	TD_Event		
1705	He was too intent on studying to hear my call.	General	General	G_General		
1627	It is no exaggeration to call him a genius.	General	General	G_General		
9695	Can you share me the maps location to hospital? I am busy and can't speak	Emergency	Health	E_Health		
8182	Tell them the drug dealer's getting impatient , due to no call, so react asap	General	General	G_General		
4335	Racist activities going on near home.	Emergency	Police	E_Police		
1108	We'll get a phone call from him tonight for sure.	General	General	G_General		
1797	I call Marika almost every day.	To-Do	General	TD_General		
1659	I should have known better than to call him.	General	General	G_General		
9391	I need help, I'm in a lot of pain	Emergency	Health	E_Health		
4134	My neighbor is shot dead by a stranger. Please help.	Emergency	Police	E_Police		
9395	Call doctor as he is suffering from malaria	Emergency	Health	E_Health		
8828	I've been looking forward to meeting you.	General	General	G_General		
3020	Finish this task immediately	Emergency	Personal	E_Personal		
998	sunday I will meet Mary on the street	To-Do	General	TD_General		
4241	Verify the authenticity of the missing identity information from the picture downloaded recently	Emergency	Police	E_Police		
912	He need to go and see Mary	General	General	G_General		
263	There is an urgent need for more people to donate their time and money. call all volunteers immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
10940	Mobile call charges are not as per the plan, check with vendor	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
9159	Call back now for exicting offer.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
13096	Massive fire due to explosion at gun powder store house, someone please help!!	Emergency	Fire	E_Fire		
11160	I forgot my wallet, can you please come.i have to pay somepone	To-Do	Urgent_Normal	TD_Urgent_Normal		
1266	Should I cancel the call?	General	General	G_General		
10484	Diva model meeting at yamuna at 11am.	To-Do	General	TD_General		
8808	Couldn’t we just call for a get together?	General	General	G_General		
10542	You have 1 new voicemail . Please call to 08719181513 urgently	To-Do	Urgent_Normal	TD_Urgent_Normal		
10186	Stop the story. I've told him i've returned the order and he's saying i should not re order it.	To-Do	General	TD_General		
10829	Bachelors creating problem every night in out colony	Emergency	Police	E_Police		
260	There is an urgent need for them to update their system. call all the staff immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
11097	SHe got brain haemorage	Emergency	Health	E_Health		
2957	School is on fire, many kids were caught in fire, call the rescue team immediately	Emergency	Fire	E_Fire		
4446	Please join us for wedding of Raj and Simran at 8PM	To-Do	Event	TD_Event		
3754	Reported pick pocket	Emergency	Police	E_Police		
8615	Can you open the door?	General	General	G_General		
5618	Apply for address change for mobile connection	To-Do	General	TD_General		
4105	Person is smoking in the no smoking zone	Emergency	Police	E_Police		
6113	Please advise to get sugar level down. I want to have catarct operation.	Emergency	Health	E_Health		
7325	Private Real Estate will show you the property on Thursday at 2pm. Please reply to this number if you need to change the time.	To-Do	Event	TD_event		
11063	Her condition is going to be worse.	Emergency	Health	E_Health		
8371	Last day to grab sale,call back immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
8659	flood situation,boat ambulance is roaming in your near area.please contact	Emergency	Personal	E_Personal		
9146	In the morning while Jogging I was the atm cash box was open in my colony. Please check	General	General	G_General		
3260	Communal violence is going near juma masjid. Please come quickly.	Emergency	Police	E_Police		
11407	Ok he will come to this event.	To-Do	Event	TD_Event		
6412	Troubleshooting computer	General	General	G_General		
11183	his train met with an accident,go there ASAP	To-Do	Urgent_Normal	TD_Urgent_Normal		
10626	it is urgent to finish project	To-Do	Urgent_Normal	TD_Urgent_Normal		
7324	Your dental appointment with Dr P. Rao is scheduled for October 29, 4:00pm. ABC Dentist	To-Do	Event	TD_event		
8718	Can I leave a message after the meeting	General	General	G_General		
462	Then I will drag it out of the bushes and call mamma to come and see it.	General	General	G_General		
3787	A group of rowdies are teasing the girls in the bustop. Please rescue	Emergency	Police	E_Police		
