S.No	Message	Old Category	Old Sub Category	Category	Sub Category	New Sub Category	Negative or Not	Remarks	IntegerLabel
3190	Rowdies burning buses	Emergency	Police	Emergency	Police	E_Police			1
3191	Goons threatning women on street	Emergency	Police	Emergency	Police	E_Police			1
3192	BMTC bus found damaged	Emergency	Police	Emergency	Police	E_Police			1
3193	Son did not returned home since yesterday night.	Emergency	Police	Emergency	Police	E_Police			1
3194	Threatning note received	Emergency	Police	Emergency	Police	E_Police			1
3195	Threatning letters and emails received	Emergency	Police	Emergency	Police	E_Police			1
3196	Acid spil in company causing fire	Emergency	Fire	Emergency	Fire	E_Fire			1
3197	Fire due to shortcircuit at the crackers factory	Emergency	Fire	Emergency	Fire	E_Fire			1
3198	Bomb found in car at Vienaam road	Emergency	Police	Emergency	Police	E_Police			1
3199	Suicide bomber seen on street	Emergency	Police	Emergency	Police	E_Police			1
3200	Customer giving fake Rs.2000 notes	Emergency	Police	Emergency	Police	E_Police			1
3201	A missing child seen roaning on streets	Emergency	Police	Emergency	Police	E_Police			1
3202	Goons killing a man	Emergency	Police	Emergency	Police	E_Police			1
3203	Racisit activities at viennna street	Emergency	Police	Emergency	Police	E_Police			1
3204	4 men teasing a lady on M.G. road	Emergency	Police	Emergency	Police	E_Police			1
3205	Masons trapped in collapsed building	Emergency	Police	Emergency	Police	E_Police			1
3206	Drowsy driving by lads led to accident at M.G. road. Call ambulance now	Emergency	Health	Emergency	Health	E_Health			1
3208	Missed passport at airport	Emergency	Personal	Emergency	Personal	E_Personal			1
3209	Boy kidnapped in front of my house	Emergency	Police	Emergency	Police	E_Police			1
3210	Drunk man creating fuss late night	Emergency	Police	Emergency	Police	E_Police			1
3211	Bachelors creating problem every night in our colony	Emergency	Police	Emergency	Police	E_Police			1
3212	Friend killed by man on street	Emergency	Police	Emergency	Police	E_Police			1
3213	Urgent need of B- blood group. Save a life. Red cross society	Emergency	Health	Emergency	Health	E_Health			1
3214	Cannot attend class today. Not weel. Going to hospital	Emergency	Health	Emergency	Health	E_Health			1
3215	Cannot come in first half to office. Going to hospital	Emergency	Health	Emergency	Health	E_Health			1
3216	Going for eye checkup. Lot of pain	Emergency	Health	Emergency	Health	E_Health			1
3217	Lost my driving license in bus	Emergency	Police	Emergency	Police	E_Police			1
3218	Lost  debitcard in bus	Emergency	Police	Emergency	Police	E_Police			1
3219	Threatning calls received	Emergency	Police	Emergency	Police	E_Police			1
3220	A drunk man calling from different simcards, abusing and threatning	Emergency	Police	Emergency	Police	E_Police			1
3221	Family member not well. Going to check with doctor	Emergency	Health	Emergency	Health	E_Health			1
3222	Health is not good. Need an appointment immediately	Emergency	Health	Emergency	Health	E_Health			1
3223	Somebody is trying to break neighbour's door to enter inside	Emergency	Police	Emergency	Police	E_Health			1
3224	Land occupied by rowdies. Threat to property	Emergency	Police	Emergency	Police	E_Health			1
3226	I am sick and in a lot of pain. Please take me to the doctor	Emergency	Health	Emergency	Health	E_Health			1
3227	Women sets herself on fire after reguar fights with her husband	Emergency	Police	Emergency	Police	E_Police			1
3228	Man sets himself on fire at Delhi Metro	Emergency	Police	Emergency	Police	E_Police			1
3229	Smoking is deterioriating your health. You need to see a doctor	Emergency	Health	Emergency	Health	E_Health			1
3232	Stomach upset. Need to see a doctor	Emergency	Health	Emergency	Health	E_Health			1
3233	Suffering from serious chest pain	Emergency	Health	Emergency	Health	E_Health			1
3235	My health is declining with the environmental changes	Emergency	Health	Emergency	Health	E_Health			1
3238	I feel sick	Emergency	Health	Emergency	Health	E_Health			1
3239	Father not well.	Emergency	Health	Emergency	Health	E_Health			1
3240	I am not well. I need a doctor	Emergency	Health	Emergency	Health	E_Health			1
3241	Medical emergency. Cannot attend the class today	Emergency	Health	Emergency	Health	E_Health			1
3242	Please take me to hospital	Emergency	Health	Emergency	Health	E_Health			1
3243	High fever. Signs of Malaria	Emergency	Health	Emergency	Health	E_Health			1
3244	Suffering from Dengue fever. Need to go to hospital	Emergency	Health	Emergency	Health	E_Health			1
3245	Cavity in my  teeth. Going for dental chekcup	Emergency	Health	Emergency	Health	E_Health			1
3246	Going to dentist as of toothache	Emergency	Health	Emergency	Health	E_Health			1
3247	Took appointment for root canal	Emergency	Health	Emergency	Health	E_Health			1
3248	Going to doctor. Severe pain in neck	Emergency	Health	Emergency	Health	E_Health			1
3249	Bike accident at Viennna street	Emergency	Police	Emergency	Police	E_Police			1
3250	I am at the hospital. Cant take your call right now	Emergency	Health	Emergency	Health	E_Health			1
3251	Busy with mumma's checkup. Will call you tomorrow	Emergency	Health	Emergency	Health	E_Health			1
3253	I feel sick everyday because of these weather changes. I need to go see a doctor	Emergency	Health	Emergency	Health	E_Health			1
3254	Came for health checkup. Call you later	Emergency	Health	Emergency	Health	E_Health			1
3255	Truck accident at Vienna street	Emergency	Police	Emergency	Police	E_Police			1
3256	Came for dental checkup. Call you later	Emergency	Health	Emergency	Health	E_Health			1
3257	Your appointment for apolloCradle has been confirmedfor 11:00a.m. . Ensure that you reach at time	Emergency	Health	Emergency	Health	E_Health			1
3258	Call me at later. Going for ct scan	Emergency	Health	Emergency	Health	E_Health			1
3259	There is mob fight in Gandhi Chowk. Please respond.	Emergency	Police	Emergency	Police	E_Police			1
3260	Communal violence is going near juma masjid. Please come quickly.	Emergency	Police	Emergency	Police	E_Police			1
3261	Neighbours are fighting on water issue.	Emergency	Police	Emergency	Police	E_Police			1
3262	Protest people are burning local buses.	Emergency	Police	Emergency	Police	E_Police			1
3263	Protest people have made traffic jam causing inconvinience to move ambulence.	Emergency	Police	Emergency	Police	E_Police			1
3264	Thief Snached by mobile in bus and jumped out of bus.	Emergency	Police	Emergency	Police	E_Police			1
3265	Neighbour boy has committed sucide.	Emergency	Police	Emergency	Police	E_Police			1
3266	Cylinder blast has happened in house No.19,vasant vihar. Small kid is in house.	Emergency	Police	Emergency	Police	E_Police			1
3267	3 year old Boy fell in well.	Emergency	Police	Emergency	Police	E_Police			1
3268	There is dynamite blast in illeagal stone quarry mining.	Emergency	Police	Emergency	Police	E_Police			1
3269	Some drug activities going on in fort	Emergency	Police	Emergency	Police	E_Police			1
3270	illeagal construction is going on.	Emergency	Police	Emergency	Police	E_Police			1
3271	Tree are being cut without permission.	Emergency	Police	Emergency	Police	E_Police			1
3272	Banned Drugs are sold.	Emergency	Police	Emergency	Police	E_Police			1
3273	Cigarretes are sold in school campus.	Emergency	Police	Emergency	Police	E_Police			1
3274	Alcohol sold just beside college campus.	Emergency	Police	Emergency	Police	E_Police			1
3275	Indian Flag is not hoisted properly.	Emergency	Police	Emergency	Police	E_Police			1
3276	Auto driver refusing to come to Gandhinagar and abusing	Emergency	Police	Emergency	Police	E_Police			1
3277	Auto driver is asking excess fare on meter charges.	Emergency	Police	Emergency	Police	E_Police			1
3278	sandalwood trees are cut without permission.	Emergency	Police	Emergency	Police	E_Police			1
3279	Somebody put fire in the forest.	Emergency	Fire	Emergency	Fire	E_Fire			1
3280	My car is damaged in parking area.	Emergency	Police	Emergency	Police	E_Police			1
3281	Voilence is going on near Mosque.	Emergency	Police	Emergency	Police	E_Police			1
3282	Foot path parking is obstructing pedestrians.	Emergency	Police	Emergency	Police	E_Police			1
3283	Person sucided on the railway lines	Emergency	Police	Emergency	Police	E_Police			1
3284	Encroachment of government land is happening	Emergency	Police	Emergency	Police	E_Police			1
3285	Mentally ill person climbed roof for sucide.	Emergency	Police	Emergency	Police	E_Police			1
3286	Two suspicious person are roaming during night.	Emergency	Police	Emergency	Police	E_Police			1
3287	Suspicious box is found in market area.	Emergency	Police	Emergency	Police	E_Police			1
3288	Few men behaving mischievous  with girls.	Emergency	Police	Emergency	Police	E_Police			1
3289	Mentally ill person is missing.	Emergency	Police	Emergency	Police	E_Police			1
3290	Six year old girl missing in railway station.	Emergency	Police	Emergency	Police	E_Police			1
3291	8 year old boy missing from school.	Emergency	Police	Emergency	Police	E_Police			1
3292	Miscreants are throwing stones on office building.	Emergency	Police	Emergency	Police	E_Police			1
3293	Somebody has phished my bank account online.	Emergency	Police	Emergency	Police	E_Police			1
3294	Company promised to deliver TV but cheated.	Emergency	Police	Emergency	Police	E_Police			1
3295	Person has lifter jewellary from my shop.	Emergency	Police	Emergency	Police	E_Police			1
3296	Someone has forged my signature and created duplicated sale deed.	Emergency	Police	Emergency	Police	E_Police			1
3297	My account is hacked and amount is transferred to other account.	Emergency	Police	Emergency	Police	E_Police			1
3298	Loud speaker run on social gathering disturbing locality.	Emergency	Police	Emergency	Police	E_Police			1
3299	Protest is going on without permission.	Emergency	Police	Emergency	Police	E_Police			1
3300	Sub Registar is asking for bribe to register house.	Emergency	Police	Emergency	Police	E_Police			1
3301	Teacher has beaten up my kid for not doing homework.	Emergency	Police	Emergency	Police	E_Police			1
3302	Black money laundering is going on.	Emergency	Police	Emergency	Police	E_Police			1
3303	Animal slaughter is going on .	Emergency	Police	Emergency	Police	E_Police			1
3304	Reserved animal is being hunted in forest.	Emergency	Police	Emergency	Police	E_Police			1
3305	My credit card is stolen.	Emergency	Police	Emergency	Police	E_Police			1
3306	My neighbour is kidnapped for ransom.	Emergency	Police	Emergency	Police	E_Police			1
3307	Minor is being employed by hotel.	Emergency	Police	Emergency	Police	E_Police			1
3308	I am getting death threats from unknown person.	Emergency	Police	Emergency	Police	E_Police			1
3309	My house is vanalised by group of people.	Emergency	Police	Emergency	Police	E_Police			1
3310	Apartment watchmen stolen car and fled.	Emergency	Police	Emergency	Police	E_Police			1
3311	Cousin has been beaten by local gang.	Emergency	Police	Emergency	Police	E_Police			1
3312	Maid is beaten by owner for small mistake.	Emergency	Police	Emergency	Police	E_Police			1
3313	Elder people are attacked for gold.	Emergency	Police	Emergency	Police	E_Police			1
3314	Disabled person is looted by thieves.	Emergency	Police	Emergency	Police	E_Police			1
3315	My colleague has forged my documents.	Emergency	Police	Emergency	Police	E_Police			1
3316	Protestors are damaging our office.	Emergency	Police	Emergency	Police	E_Police			1
3317	Borewell is put without permission.	Emergency	Police	Emergency	Police	E_Police			1
3318	My dog is missing from yesterday.	Emergency	Police	Emergency	Police	E_Police			1
3319	3 year Kid fell from 2nd floor in mall.	Emergency	Health	Emergency	Health	E_Health			1
3320	somone has cloned my credit card.	Emergency	Police	Emergency	Police	E_Police			1
3321	Traffic police is taking bribe for violations	Emergency	Police	Emergency	Police	E_Police			1
3322	Shops are not giving bills for purchases.	Emergency	Police	Emergency	Police	E_Police			1
3323	Banned items are exported sea port.	Emergency	Police	Emergency	Police	E_Police			1
3324	Illeagal mining going on during night.	Emergency	Police	Emergency	Police	E_Police			1
3325	Owner is harassing tenant for vacating house.	Emergency	Police	Emergency	Police	E_Police			1
3326	company promised job but cheated.	Emergency	Police	Emergency	Police	E_Police			1
3327	Doctor is praticing with fake degree.	Emergency	Police	Emergency	Police	E_Police			1
3328	Shop is run without permision from authority.	Emergency	Police	Emergency	Police	E_Police			1
3329	My land is encroached by neighbouring builder.	Emergency	Police	Emergency	Police	E_Police			1
3330	News paper has reported fake news.	Emergency	Police	Emergency	Police	E_Police			1
3331	Hoax call made for bomb in school.	Emergency	Police	Emergency	Police	E_Police			1
3332	Food is contaminated with similar looking item.	Emergency	Police	Emergency	Police	E_Police			1
3333	Duplicate milk is sold in small towns.	Emergency	Police	Emergency	Police	E_Police			1
3334	Drinking Water is sold with  ISI mark without standards in preparation.	Emergency	Police	Emergency	Police	E_Police			1
3335	Merchants are selling old stock with New manufacturing date.	Emergency	Police	Emergency	Police	E_Police			1
3336	Illegal Prostitution is going on down town.	Emergency	Police	Emergency	Police	E_Police			1
3337	Someone is blackmailing to carry banned drugs.	Emergency	Police	Emergency	Police	E_Police			1
3338	My neighbour is harassed for dowry.	Emergency	Police	Emergency	Police	E_Police			1
